pr_number,pr_title,pr_author,pr_state,pr_created_at,pr_merged_at,pr_additions,pr_deletions,pr_changed_files_count,pr_labels,pr_head_branch,pr_base_branch,pr_review_decision,pr_is_draft,pr_review_count,pr_reviewer_logins,pr_commit_count,hours_to_merge,hours_to_first_review,authorship,is_bot_author,has_any_agent_marker,agent_marker_conversation_link,agent_marker_coauthored,agent_marker_try_pr,touches_tui_files,touches_snapshot_files,touches_test_files,snapshot_svgs_changed,has_linked_issue,linked_issue_count,linked_issue_numbers,linked_issue_authors,release_tag,release_date,h_pr_type,h_bug_severity,h_touches_tui,h_authorship,h_has_snapshot_changes,h_issue_reporter_type,llm_pr_type,llm_bug_severity,llm_touches_tui,llm_rationale
341,Feat: delegate tool for spawning sub-agents,malhotra5,merged,2026-01-12T01:45:43Z,2026-01-22T23:32:03Z,994,63,20,,add-delegate-tool-support,main,APPROVED,false,11,"aaron-seq,enyst,openhands-ai[bot],xingyaoww,malhotra5",36,261.77,29.51,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.11.0,2026-01-26,feature,,true,agent,false,no-issue,feature,,true,This PR implements a new delegate tool to spawn and manage sub-agents in both the TUI and ACP with streaming and conversation resume capabilities. It includes updates to terminal UI components (widgets and visualizers) to render sub-agent events.
340,Add AGENTS.md and link OpenHands repo guidance,enyst,merged,2026-01-11T23:04:22Z,2026-01-12T02:40:10Z,207,180,5,,codex-agents-md,main,APPROVED,false,15,"enyst,malhotra5,openhands-ai[bot]",17,3.6,1.6,agent,false,true,false,false,true,false,false,true,0,true,1,338,malhotra5,1.9.0,2026-01-15,feature,,false,agent,false,human,docs,,false,"This PR introduces a new AGENTS.md documentation file, replaces an existing microagents README with a symlink, and updates CONTRIBUTING.md, making it purely a docs update without code behavior changes."
337,Rewrite README,malhotra5,merged,2026-01-11T06:57:37Z,2026-01-12T21:39:37Z,117,22,1,,openhands/rewrite-readme,main,APPROVED,false,10,"enyst,malhotra5,openhands-ai[bot]",10,38.7,0.14,agent,false,true,true,false,true,false,false,false,0,true,1,211,malhotra5,1.9.0,2026-01-15,docs,,false,agent,false,self-filed,docs,,false,This PR entirely rewrites the repository README to improve documentation and does not modify code or UI components.
336,Make ACP token streaming the default behavior,malhotra5,merged,2026-01-11T06:52:12Z,2026-01-12T17:32:44Z,19,46,4,,make-streaming-default,main,APPROVED,false,1,xingyaoww,3,34.68,34.42,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.9.0,2026-01-15,other,,false,agent,false,no-issue,feature,,false,"This PR changes the default behavior of token streaming by removing the `--streaming` flag and cleaning up related code, which constitutes a new default feature rather than a bug fix or refactor."
335,Truncate long terminal commands in collapsed view,jpshackelford,merged,2026-01-10T21:30:16Z,2026-01-10T23:40:14Z,167,28,2,,jps/trunc-long-cli-commands,main,APPROVED,false,1,enyst,5,2.17,2.17,agent,false,true,false,false,true,true,false,true,0,true,1,334,jpshackelford,1.9.0,2026-01-15,other,,true,agent,false,self-filed,bug-fix,ux-regression,true,"This PR fixes a visual layout issue in the TUI collapsed view where long terminal commands would wrap onto multiple lines, making the conversation history hard to scan; it truncates commands and dims detail text to maintain a clean single-line display. It directly modifies TUI widget rendering code to address this user‐facing regression."
333,feat(tui): conversation history side panel,pashkash,merged,2026-01-10T14:54:25Z,2026-01-21T05:13:36Z,2240,847,29,,feat/history-command,main,APPROVED,false,23,"malhotra5,openhands-ai[bot],pashkash",59,254.32,51.72,human,false,false,false,false,false,true,false,true,0,false,0,,,1.10.0,2026-01-21,feature,,true,human,false,no-issue,feature,,true,"This PR introduces a new conversation history side panel in the TUI, adding major UI functionality (panels, commands, styling, and behaviors) rather than fixing a bug or refactoring existing code."
332,feat(acp): Send LLM-generated summary to tool call title,xingyaoww,merged,2026-01-10T03:47:43Z,2026-01-15T22:05:39Z,153,43,8,,feature/use-action-summary,main,APPROVED,false,7,"openhands-ai[bot],malhotra5,xingyaoww",16,138.3,59.61,agent,false,true,true,true,true,true,false,true,0,false,0,,,1.9.0,2026-01-15,feature,,true,agent,false,no-issue,feature,,false,"This PR adds a new capability to include LLM-generated summaries in tool call titles for the ACP implementation, aligning its behavior with the TUI. It therefore represents a new feature rather than a bug fix or refactor."
331,feat: Show context window and cost metrics in status bar,xingyaoww,merged,2026-01-10T03:38:39Z,2026-01-12T16:27:01Z,472,230,6,,openhands/show-conversation-cost-in-bottom-bar,main,APPROVED,false,3,"enyst,xingyaoww",8,60.81,9.82,agent,false,true,false,false,true,true,false,true,0,true,1,330,xingyaoww,1.9.0,2026-01-15,feature,,true,agent,false,self-filed,feature,,true,"This PR adds new functionality to display context window usage and cost metrics in the terminal status bar, modifying TUI widgets and utility code to support conversation metrics rendering."
328,Add external editor support with CTRL+X shortcut,juanmichelini,merged,2026-01-10T00:25:31Z,2026-01-14T22:50:32Z,674,8,5,,feature/external-editor,main,APPROVED,false,6,"malhotra5,juanmichelini",15,118.42,0.42,human,false,false,false,false,false,true,false,true,0,false,0,,,1.9.0,2026-01-15,feature,,true,human,false,no-issue,feature,,true,"This PR introduces a new external editor feature and updates TUI components (input field, status line, notifications) along with tests to support CTRL+X integration."
326,Release 1.8.2,malhotra5,merged,2026-01-09T20:59:35Z,2026-01-09T23:27:38Z,2,2,2,,rel-1.8.2,main,APPROVED,false,1,xingyaoww,1,2.47,1.27,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.9.0,2026-01-15,other,,false,agent,false,no-issue,version-bump,,false,"This PR only updates the project version in pyproject.toml and the lock file for a new release, without any functional code changes."
325,Implement /new command to start a new conversation,malhotra5,merged,2026-01-09T20:26:35Z,2026-01-09T20:58:19Z,228,6,4,,openhands/implement-new-command,main,APPROVED,false,6,"openhands-ai[bot],malhotra5,xingyaoww,enyst",3,0.53,0.29,agent,false,true,true,false,true,true,false,true,0,true,1,324,malhotra5,1.8.2,2026-01-09,feature,,true,agent,false,self-filed,feature,,true,"This PR adds a new `/new` command to the CLI for starting conversations without reopening the app, updating TUI components and tests to support the feature."
323,Bump SDK packages to v1.8.1,all-hands-bot,merged,2026-01-09T17:04:05Z,2026-01-09T17:08:54Z,10,10,2,,bump-sdk-1.8.1,main,APPROVED,false,1,xingyaoww,1,0.08,0.02,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.8.2,2026-01-09,version-bump,,false,bot,false,no-issue,dependency-bump,,false,"This PR is an automated version bump of SDK packages to v1.8.1, updating dependencies without code or UI changes."
322,fix: Correctly format LLM model names for litellm providers,pashkash,merged,2026-01-09T14:05:55Z,2026-01-10T13:29:24Z,75,11,3,,fix/llm-model-name-formatting,main,APPROVED,false,7,"enyst,malhotra5,openhands-ai[bot]",1,23.39,1.62,human,false,false,false,false,false,true,false,true,0,false,0,,,1.9.0,2026-01-15,bug-fix,other-fix,true,human,false,no-issue,bug-fix,critical,true,"This PR fixes a routing bug that caused LLM calls to fail entirely when model names already contained ‘/’, making the feature unusable for affected providers. It also updates TUI settings modals, so it clearly touches terminal UI code."
319,auth: prefer verification_uri_complete for OAuth device flow,enyst,merged,2026-01-08T14:08:30Z,2026-01-11T06:48:42Z,8,3,1,,openhands-workspace-ct24pfge,main,APPROVED,false,1,malhotra5,1,64.67,3.35,agent,false,true,true,true,true,false,false,false,0,false,0,,,1.9.0,2026-01-15,other,,false,agent,false,no-issue,bug-fix,ux-regression,false,"This change corrects the OAuth device flow URL construction by preferring the server-provided verification_uri_complete and avoiding double-appending the user_code, fixing incorrect or redundant verification links."
315,feat: Add dedicated plan window for agent task tracking,malhotra5,merged,2026-01-07T23:17:23Z,2026-01-12T18:42:20Z,1523,20,16,,openhands/plan-side-panel,main,APPROVED,false,4,"malhotra5,openhands-ai[bot],xingyaoww",38,115.42,1.3,agent,false,true,false,false,true,true,true,true,3,false,0,,,1.9.0,2026-01-15,feature,,true,agent,true,no-issue,feature,,true,"This PR adds a new plan window for agent task tracking, implementing UI components and configuration settings, which constitutes a new feature. It modifies terminal UI code (panels, widgets, styles) and corresponding tests to support the dedicated plan pane."
313,Print raw JSON when event validation fails,xingyaoww,merged,2026-01-07T21:54:46Z,2026-01-07T23:06:12Z,43,0,2,,openhands/print-raw-json-on-validation-error,main,APPROVED,false,1,malhotra5,1,1.19,1.19,agent,false,true,true,false,true,false,false,true,0,false,0,,,1.8.2,2026-01-09,other,,false,agent,false,no-issue,bug-fix,ux-regression,false,"This PR fixes a user-facing issue in the conversation viewer by enhancing error messages to include raw JSON on validation failures, improving debugging without altering core functionality."
312,feat: Add drag-to-select auto-copy feature for conversation events,malhotra5,merged,2026-01-07T21:02:10Z,2026-01-07T22:00:24Z,270,292,4,,openhands-workspace-8jzbhrg0,main,APPROVED,false,1,xingyaoww,1,0.97,0.96,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.8.2,2026-01-09,feature,,true,agent,false,no-issue,feature,,true,"This PR introduces a new drag-to-select auto-copy behavior across the textual UI (removing the old copy button), so it’s adding functionality rather than fixing a bug."
311,Add notification to restart CLI after settings change,malhotra5,merged,2026-01-07T20:50:58Z,2026-01-07T22:52:10Z,81,1,2,,openhands/fix-settings-restart-notification,main,APPROVED,false,1,xingyaoww,1,2.02,1.15,agent,false,true,true,false,true,true,false,true,0,true,1,309,saurya,1.8.2,2026-01-09,feature,,true,agent,false,human,bug-fix,ux-regression,true,"This PR fixes issue #309 by adding a terminal UI notification prompting users to restart the CLI after changing settings, addressing the UX regression where updated settings didn’t take effect immediately."
310,Add stale issues workflow,malhotra5,merged,2026-01-07T19:45:14Z,2026-01-07T20:33:54Z,28,0,1,,add-stale-workflow,main,APPROVED,false,1,enyst,2,0.81,0.78,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.8.2,2026-01-09,feature,,false,agent,false,no-issue,ci,,false,"This PR adds a GitHub Actions workflow for stale issue/PR management, which is a CI configuration change. It doesn’t touch any terminal UI code or application logic."
306,Release 1.8.1,malhotra5,merged,2026-01-07T18:00:42Z,2026-01-07T20:37:42Z,42,38,2,,rel-1.8.0,main,APPROVED,false,2,enyst,3,2.62,2.15,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.8.2,2026-01-09,other,,false,agent,false,no-issue,version-bump,,false,"This PR updates the project version in pyproject.toml and the lockfile for the 1.8.1 release, without any functional or UI changes."
303,Use LLM-generated action summary instead of string truncation heuristic + UI Clean up,xingyaoww,merged,2026-01-07T17:24:29Z,2026-01-09T19:23:41Z,693,54,7,,feature/use-action-summary,main,APPROVED,false,9,"openhands-ai[bot],malhotra5,xingyaoww",28,49.99,49.65,agent,false,true,false,true,true,true,true,true,3,false,0,,,1.8.2,2026-01-09,other,,true,agent,true,no-issue,feature,,true,This PR adds a new LLM-generated action summary feature to the CLI and updates the UI by combining action and observation events into a single collapsible block and improving Markdown rendering.
299,Move confirmation panel inline underneath action events,malhotra5,merged,2026-01-06T00:45:04Z,2026-01-06T19:52:01Z,172,223,4,,openhands/move-confirmation-panel-inline,main,APPROVED,false,1,xingyaoww,2,19.12,19.09,agent,false,true,true,false,true,true,false,true,0,true,1,298,malhotra5,1.8.0,2026-01-07,other,,true,agent,false,self-filed,feature,,true,"This PR implements a requested UI enhancement by replacing the side-panel confirmation with an inline panel under action events in the terminal UI, introducing a new widget and layout changes rather than fixing a bug."
297,Fix confirmation panel scrolling when content is too long,malhotra5,merged,2026-01-05T21:14:58Z,2026-01-06T00:35:15Z,229,7,21,,openhands/fix-confirmation-panel-scrolling,main,APPROVED,false,1,xingyaoww,3,3.34,3.27,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.8.0,2026-01-07,bug-fix,ux-regression,true,agent,false,no-issue,bug-fix,ux-regression,true,"This PR fixes a user‐visible issue where the confirmation side panel was not scrollable when its content overflowed, restoring proper panel behavior. It directly modifies TUI panel code and styles and adds corresponding tests."
295,feat: Add toggle for default cell expand/collapse state,jpshackelford,merged,2026-01-05T21:02:34Z,2026-01-07T12:56:43Z,639,331,9,enhancement,jps/toggle-cell-collapse,main,APPROVED,false,16,"jpshackelford,malhotra5",23,39.9,25.64,agent,false,true,false,false,true,true,false,true,0,true,2,"294,296","jpshackelford,malhotra5",1.8.0,2026-01-07,feature,,true,agent,false,self-filed,feature,not-applicable,true,"This PR adds a new CLI setting, UI switch, and keyboard controls to toggle the default expand/collapse state of cells, representing a new feature. It modifies TUI widgets, settings tab, and text rendering behavior, so it clearly enhances functionality rather than fixing a bug."
293,Add /feedback command for users to send anonymous feedback about CLI,malhotra5,merged,2026-01-05T19:05:46Z,2026-01-07T17:49:39Z,93,3,5,,openhands/add-feedback-command,main,APPROVED,false,1,xingyaoww,3,46.73,44.35,agent,false,true,true,false,true,true,false,true,0,true,1,241,malhotra5,1.8.0,2026-01-07,feature,,true,agent,false,self-filed,feature,,true,"This PR adds a new `/feedback` command and its handlers/tests to the CLI, enabling users to send anonymous feedback via a browser form. It modifies TUI components (commands list, help text, notification rendering) to support the new feature."
290,Add view command to display conversation trajectory,xingyaoww,merged,2026-01-05T17:11:19Z,2026-01-07T15:26:09Z,464,1,6,,openhands/add-view-command,main,APPROVED,false,5,"malhotra5,xingyaoww",2,46.25,0.58,agent,false,true,true,false,true,false,false,true,0,true,1,289,xingyaoww,1.8.0,2026-01-07,feature,,false,agent,false,self-filed,feature,,false,"This PR introduces a new `view` subcommand for the CLI to display conversation trajectories, adding new parsers, core logic, and tests, which clearly implements a new feature rather than fixing a bug."
286,fix(tui): disable markup parsing for user messages to prevent crashes,softpudding,merged,2026-01-04T12:59:40Z,2026-01-05T05:34:20Z,6,2,1,,fix-user-message-markup,main,APPROVED,false,1,malhotra5,1,16.58,16.49,human,false,false,false,false,false,true,false,false,0,false,0,,,1.8.0,2026-01-07,bug-fix,critical,true,human,false,no-issue,bug-fix,critical,true,"This PR fixes a crashing bug in the Textual TUI by disabling markup parsing for user messages, preventing special characters from being misinterpreted. It directly touches the terminal UI code to ensure user input is rendered as plain text, improving robustness."
285,Skip PR description update for forked repos,malhotra5,merged,2026-01-02T21:14:38Z,2026-01-02T22:13:37Z,1,1,1,,fix/skip-pr-update-for-forks,main,APPROVED,false,1,xingyaoww,1,0.98,0.95,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.8.0,2026-01-07,ci,,false,agent,false,no-issue,ci,,false,"This change updates the GitHub Actions workflow to skip description updates for forked repositories, fixing a CI failure due to permission errors on `GITHUB_TOKEN` without touching application code."
281,Release 1.7.1,malhotra5,merged,2026-01-02T17:14:50Z,2026-01-02T17:30:10Z,2,2,2,,rel-1.7.1,main,APPROVED,false,1,xingyaoww,1,0.26,0.03,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.8.0,2026-01-07,other,,false,agent,false,no-issue,version-bump,,false,"This PR updates the project version in pyproject.toml and the lock file to release 1.7.1, indicating a version bump."
280,fix: use model_id without provider prefix when loading settings,neubig,merged,2026-01-02T14:17:25Z,2026-01-02T15:24:09Z,7,4,2,,fix/model-select-invalid-value,main,APPROVED,false,6,"enyst,neubig",2,1.11,0.31,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.1,2026-01-02,bug-fix,other-fix,true,agent,false,no-issue,bug-fix,critical,true,"This PR fixes an InvalidSelectValueError thrown by the Textual Select widget when loading settings by stripping the provider prefix, preventing a crash in the settings screen. It directly modifies the TUI settings_screen.py and its tests to resolve the issue."
279,fix: Skip PR description update if uvx section already exists,malhotra5,merged,2026-01-01T00:59:03Z,2026-01-01T03:26:06Z,14,3,1,,fix/skip-duplicate-pr-description-updates,main,APPROVED,false,1,xingyaoww,3,2.45,2.43,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.7.1,2026-01-02,bug-fix,other-fix,false,agent,false,no-issue,bug-fix,polish,false,"This PR fixes the GitHub workflow script to avoid redundant PR description updates and trailing whitespace accumulation when the uvx section already exists, preventing unnecessary API calls. The change is internal to the CI script and does not affect user-facing functionality."
278,Chore: rename files and directories,malhotra5,merged,2025-12-31T22:59:03Z,2026-01-01T04:05:35Z,120,129,52,,chore-reorg,main,APPROVED,false,1,xingyaoww,8,5.11,5.09,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.1,2026-01-02,other,,true,agent,false,no-issue,refactor,,true,This PR reorganizes the codebase by renaming the “refactor” directory to “tui” and updating imports accordingly. It touches terminal UI files and paths but makes no behavior changes.
277,Exp: remote acp conversations ,malhotra5,merged,2025-12-31T21:30:34Z,2026-01-23T18:42:32Z,2559,831,28,,remote-acp-convo,main,APPROVED,false,11,"malhotra5,openhands-ai[bot],xingyaoww",102,549.2,170.97,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.11.0,2026-01-26,other,,false,agent,false,no-issue,feature,,false,"This PR adds the ability to conduct remote ACP conversations via a cloud agent, including new command implementations and extensive tests. It introduces new functionality rather than fixing bugs or refactoring existing code."
276,fix(input): implement auto-growing input with soft wrapping,malhotra5,merged,2025-12-31T09:16:02Z,2026-01-15T21:46:15Z,1649,951,16,,feat/auto-grow-input-field,main,APPROVED,false,4,"malhotra5,openhands-ai[bot],xingyaoww",56,372.5,16.37,agent,false,true,false,false,true,true,false,true,0,true,2,"222,358","malhotra5,xingyaoww",1.9.0,2026-01-15,bug-fix,ux-regression,true,agent,false,self-filed,bug-fix,ux-regression,true,"This change corrects a terminal UI bug in the input widget by adding auto‐growing and soft‐wrap behavior to prevent overlap and layout issues. It primarily refactors and extends TUI components (widgets, CSS, layouts)."
273,fix: clipboard copy when copy button is pressed,malhotra5,merged,2025-12-31T08:20:43Z,2025-12-31T22:50:52Z,175,16,2,,feat/clipboard-copy-button,main,APPROVED,false,3,raymyers,3,14.5,13.51,agent,false,true,false,false,true,true,false,true,0,true,1,224,juanmichelini,1.7.1,2026-01-02,bug-fix,other-fix,true,agent,false,human,bug-fix,ux-regression,true,"This PR restores the missing clipboard copy functionality in the NonClickableCollapsible TUI widget, fixing a broken user interaction where the copy button did nothing."
272,Bump SDK packages to v1.7.3,all-hands-bot,merged,2025-12-30T17:56:56Z,2025-12-30T18:08:11Z,10,10,2,,bump-sdk-1.7.3,main,APPROVED,false,1,malhotra5,1,0.19,0.19,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.7.1,2026-01-02,version-bump,,false,bot,false,no-issue,dependency-bump,,false,"This PR automatically bumps SDK dependency versions in configuration files without any code or UI changes, so it’s classified as a dependency update."
266,Bump SDK packages to v1.7.2,all-hands-bot,merged,2025-12-29T17:52:28Z,2025-12-29T18:00:52Z,10,10,2,,bump-sdk-1.7.2,main,APPROVED,false,1,malhotra5,1,0.14,0.02,bot,true,true,false,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,version-bump,,false,bot,false,no-issue,dependency-bump,,false,This is an automated PR that updates SDK package versions (openhands-sdk and openhands-tools) without any functional or UI changes.
265,Add --resume and --last flags support to openhands acp command,xingyaoww,merged,2025-12-29T17:17:44Z,2025-12-29T18:55:00Z,272,24,7,,openhands/fix-acp-resume-flags,main,APPROVED,false,11,"openhands-ai[bot],malhotra5,xingyaoww",3,1.62,0.33,agent,false,true,true,false,true,false,false,true,0,true,1,260,xingyaoww,1.7.0,2025-12-29,feature,,false,agent,false,self-filed,bug-fix,critical,false,"This change fixes a failing ACP command by adding missing --resume/--last flags and resume logic, addressing a parser error that made the feature unusable. It does not touch any terminal UI components."
263,Always create fresh condenser with current defaults on load,xingyaoww,merged,2025-12-28T22:24:22Z,2025-12-29T21:19:47Z,8,6,1,,openhands/test-condensation-fix,main,APPROVED,false,4,"openhands-ai[bot],malhotra5,xingyaoww",4,22.92,18.73,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,other,,false,agent,false,no-issue,bug-fix,ux-regression,false,"This change fixes a faulty behavior where users retained outdated condenser defaults after SDK updates, leading to inconsistent summarization settings. It addresses a non-crashing but user-impacting issue by ensuring fresh defaults are applied on load."
262,Release 1.7.0,malhotra5,merged,2025-12-28T20:48:06Z,2025-12-29T22:24:11Z,2,2,2,,rel-1.7.0,main,APPROVED,false,1,xingyaoww,2,25.6,25.47,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.7.1,2026-01-02,other,,false,agent,false,no-issue,version-bump,,false,This PR updates the project version in pyproject.toml and the lock file to release version 1.7.0.
259,Add pytest-textual-snapshot and integration tests,xingyaoww,merged,2025-12-23T16:05:20Z,2026-01-07T17:52:00Z,349,1,6,,add-snapshot-and-integration-tests,main,APPROVED,false,4,"openhands-ai[bot],malhotra5,xingyaoww",6,361.78,246.26,human,false,false,false,false,false,false,true,true,1,false,0,,,1.8.0,2026-01-07,feature,,false,human,true,no-issue,test,,false,"This PR introduces pytest-textual-snapshot and related integration tests for the CLI UI components, adding test files and dev dependencies without changing production or UI code."
256,Add os description to AgentContext,mathew1046,merged,2025-12-22T09:54:04Z,2025-12-28T22:49:02Z,63,2,3,,add-os-to-system-suffix,main,APPROVED,false,5,"enyst,xingyaoww,copilot-pull-request-reviewer[bot]",6,156.92,0.04,human,false,false,false,false,false,false,false,true,0,true,1,255,enyst,1.7.0,2025-12-29,feature,,false,human,false,human,feature,,false,"This PR introduces new functionality by detecting and appending the user’s OS description to the AgentContext for platform-specific instructions, rather than fixing a bug or altering UI code."
254,feat: implement streaming LLM outputs for ACP implementation,malhotra5,merged,2025-12-19T20:21:37Z,2025-12-29T23:34:37Z,2646,698,17,,openhands/implement-streaming-llm-outputs,main,APPROVED,false,4,"malhotra5,openhands-ai[bot],xingyaoww",90,243.22,123.14,agent,false,true,false,false,true,false,false,true,0,true,1,253,malhotra5,1.7.1,2026-01-02,feature,,false,agent,false,self-filed,feature,not-applicable,false,"This PR adds token streaming support for the ACP completion API, introducing new event handlers and streaming logic rather than fixing a bug. It implements a new capability and updates both implementation and tests accordingly."
250,Fix none type error in cloud connection ,malhotra5,merged,2025-12-19T18:56:47Z,2025-12-22T23:12:39Z,49,5,2,,fix-nonetype-error,main,APPROVED,false,4,"enyst,malhotra5",4,76.26,0.0,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.7.0,2025-12-29,bug-fix,critical,false,agent,false,no-issue,bug-fix,critical,false,"This PR fixes a NoneType error in the cloud connection code that would otherwise trigger an exception, restoring correct functionality without modifying the UI."
249,Add `--json flag` for json streaming in headless mode,malhotra5,merged,2025-12-19T18:05:34Z,2025-12-19T18:55:06Z,183,0,8,,add-json-flag-for-headless-mode,main,APPROVED,false,1,xingyaoww,7,0.83,0.79,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.7.0,2025-12-29,feature,,false,agent,false,no-issue,feature,,false,"This PR introduces a new `--json` flag for headless mode to enable streaming of serialized JSON events, adding functionality rather than fixing a bug. It expands argument parsing, core logic, and tests to support this new feature without altering existing UI rendering."
248,Chore: reorganize files,malhotra5,merged,2025-12-19T16:09:43Z,2025-12-19T17:40:10Z,53,55,16,,reorganize-files,main,APPROVED,false,1,xingyaoww,6,1.51,1.49,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.0,2025-12-29,refactor,,true,agent,false,no-issue,refactor,,true,"This PR purely reorganizes the codebase by renaming the `tui` directory to `store` and relocating modules, without altering functionality. It does modify TUI component paths but is strictly a structural cleanup."
247,Feat: launch CLI as a browser app,malhotra5,merged,2025-12-19T16:03:55Z,2025-12-19T18:53:30Z,228,0,8,,serve-web-app,main,APPROVED,false,1,xingyaoww,6,2.83,2.81,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.7.0,2025-12-29,feature,,false,agent,false,no-issue,feature,not-applicable,false,"This PR implements a new way to launch the CLI as a browser app by adding parsers, serve logic, and tests, so it clearly introduces a feature. It does not touch any terminal UI code or layouts."
242,feat(mcp): Add enable/disable functionality for MCP servers,jpshackelford,merged,2025-12-19T01:06:57Z,2025-12-19T15:57:55Z,648,49,9,"enhancement,mcp",jps/mcp-enable-disable,main,APPROVED,false,3,malhotra5,9,14.85,1.78,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.0,2025-12-29,feature,,true,agent,false,no-issue,feature,,false,"Introduces new enable/disable functionality for MCP servers via CLI commands and utility functions, with accompanying tests and parser updates."
237,Add workflow to update install-openhands-website on release,malhotra5,merged,2025-12-18T21:15:20Z,2025-12-18T21:31:36Z,135,0,1,,add-install-website-update-workflow,main,APPROVED,false,1,xingyaoww,3,0.27,0.15,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,feature,,false,agent,false,no-issue,ci,,false,"This PR adds a GitHub Actions workflow to automatically update another repository on release, which is a CI/CD automation change rather than a feature, bug fix, or docs update."
235,Make experimental UI the default UI,malhotra5,merged,2025-12-18T19:51:38Z,2025-12-19T02:42:39Z,161,5213,46,,make-experimental-ui-default,main,APPROVED,false,1,enyst,10,6.85,6.25,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.0,2025-12-29,other,,true,agent,false,no-issue,feature,,true,"This PR changes the default interface to the experimental UI and removes the legacy UI code, introducing new behavior rather than fixing a bug. It heavily modifies terminal UI components under openhands_cli/tui."
233,Update ACP help to list Toad CLI before Zed IDE,malhotra5,merged,2025-12-18T16:16:09Z,2025-12-18T16:24:15Z,6,2,2,,update-acp-help-toad-cli-first,main,APPROVED,false,1,enyst,1,0.14,0.09,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,other,,false,agent,false,no-issue,docs,,false,"This PR solely updates the CLI help text examples, which is documentation, and does not modify any terminal UI widgets or underlying functionality."
231,feat: Add tabbed interface to settings modal,malhotra5,merged,2025-12-17T18:57:36Z,2025-12-19T02:39:51Z,1005,125,17,,feat/settings-modal-tabs,main,APPROVED,false,13,"enyst,malhotra5,openhands-ai[bot]",20,31.7,3.79,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.7.0,2025-12-29,feature,,true,agent,false,no-issue,feature,,true,"This PR introduces a new tabbed interface in the settings modal along with layout (TCSS) and component changes, adding new terminal UI elements and callbacks. It clearly implements a user-facing enhancement rather than a bug fix or refactor."
230,feat: Delegate conversation to cloud,malhotra5,merged,2025-12-17T18:54:07Z,2025-12-18T16:41:16Z,807,0,11,,feat/add-cloud-conversation-support,main,APPROVED,false,7,"enyst,malhotra5",12,21.79,4.51,agent,false,true,false,false,true,false,false,true,0,false,0,,,1.7.0,2025-12-29,feature,,false,agent,false,no-issue,feature,,false,"This PR introduces a new cloud conversation feature (`openhands cloud`) with extensive code and tests, adding functionality rather than fixing existing behavior."
229,Release 1.6.0,malhotra5,merged,2025-12-17T18:25:22Z,2025-12-17T18:40:21Z,2,2,2,,rel-1.6.0,main,APPROVED,false,1,enyst,1,0.25,0.17,agent,false,true,false,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,other,,false,agent,false,no-issue,version-bump,not-applicable,false,"This PR simply updates the project version in pyproject.toml and the lock file to release v1.6.0, without any functional or UI code changes."
225,Use load_project_skills from SDK instead of custom implementation & upgrade to sdk 1.7.1,xingyaoww,merged,2025-12-17T17:46:11Z,2025-12-28T06:17:09Z,18,44,3,,use-sdk-load-project-skills,main,APPROVED,false,2,"enyst,malhotra5",2,252.52,252.52,agent,false,true,true,false,true,false,false,false,0,false,0,,,1.7.0,2025-12-29,dependency-bump,,false,agent,false,no-issue,refactor,,false,"This PR removes a custom implementation in favor of the upstream SDK function and updates the sdk dependency, simplifying and centralizing code without changing user-facing behavior."
219,refactor: replace direct color usage with OPENHANDS_THEME colors,malhotra5,merged,2025-12-16T17:23:40Z,2025-12-16T21:05:51Z,150,111,15,,refactor-use-theme-colors,main,APPROVED,false,1,xingyaoww,10,3.7,1.81,agent,false,true,false,false,true,true,false,true,0,false,0,,,1.6.0,2025-12-17,refactor,,true,agent,false,no-issue,refactor,,true,This PR restructures the code by replacing hard-coded color attributes and prompt-toolkit prints with centralized OPENHANDS_THEME color references and Rich console usage. It standardizes UI rendering logic without introducing new features or fixing bugs.
